error,id,institute,state,branch,quota,category,gender,opening_rank,closing_rank
,3906,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,General,Gender-Neutral,60282,105479
,3907,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,General,Female-only (including Supernumerary),92966,177970
,3908,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,General (PWD),Gender-Neutral,1656,1656
,3909,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,EWS,Gender-Neutral,38284,44326
,3910,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Gender-Neutral,27436,36898
,3911,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,SC,Female-only (including Supernumerary),31078,31078
,3912,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Gender-Neutral,7947,10249
,3913,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",JK,ST,Female-only (including Supernumerary),26590,26590
,3914,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",LA,General,Gender-Neutral,351033,411720
,3915,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,40604,44653
,3916,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),51791,53531
,3917,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,7459,7553
,3918,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),9189,9189
,3919,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,13335,14256
,3920,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),20225,20304
,3921,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,7883,8394
,3922,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),11482,11491
,3923,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,3229,3317
,3924,"National Institute of Technology, Srinagar",Jammu and Kashmir,"Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),5838,5838
,3925,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,General,Gender-Neutral,282,615
,3926,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,General,Female-only (including Supernumerary),49,98
,3927,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,General (PWD),Gender-Neutral,233,233
,3928,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Gender-Neutral,812,2912
,3929,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,EWS,Female-only (including Supernumerary),371,371
,3930,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Gender-Neutral,250,439
,3931,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,OBC-NCL,Female-only (including Supernumerary),223,339
,3932,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Gender-Neutral,49,295
,3933,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,SC,Female-only (including Supernumerary),550,550
,3934,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",HS,ST,Gender-Neutral,425,641
,3935,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,General,Gender-Neutral,252,415
,3936,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,General,Female-only (including Supernumerary),332,332
,3937,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,General (PWD),Female-only (including Supernumerary),38,38
,3938,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,EWS,Gender-Neutral,36,96
,3939,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Gender-Neutral,141,235
,3940,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,OBC-NCL,Female-only (including Supernumerary),151,151
,3941,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Gender-Neutral,87,130
,3942,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,SC,Female-only (including Supernumerary),167,167
,3943,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Gender-Neutral,58,58
,3944,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Architecture (5 Years, Bachelor of Architecture)",OS,ST,Female-only (including Supernumerary),27,27
,3945,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,13818,20796
,3946,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),25122,31745
,3947,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15499,48604
,3948,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),12021,12021
,3949,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,5170,8705
,3950,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),11778,12416
,3951,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,404,404
,3952,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1551,4789
,3953,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),5006,5006
,3954,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6638,8730
,3955,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),6949,6949
,3956,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,3225,10135
,3957,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),11328,14961
,3958,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,163,163
,3959,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1779,1984
,3960,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2468,2468
,3961,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3647,4207
,3962,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),4722,4722
,3963,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Female-only (including Supernumerary),511,511
,3964,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1268,2351
,3965,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),2895,2895
,3966,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,566,915
,3967,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Chemical Engineering (4 Years, Bachelor of Technology)",OS,ST (PWD),Gender-Neutral,24,24
,3968,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,15074,32148
,3969,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),34439,44561
,3970,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,19905,63154
,3971,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),39438,39438
,3972,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,8540,11099
,3973,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),12500,13480
,3974,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PWD),Gender-Neutral,552,552
,3975,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2504,5447
,3976,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4831,6249
,3977,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1528,5096
,3978,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3607,3607
,3979,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,5541,11470
,3980,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),17376,20174
,3981,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,570,570
,3982,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1921,2317
,3983,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),3937,3937
,3984,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,EWS (PWD),Gender-Neutral,102,102
,3985,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2897,4168
,3986,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),4677,7502
,3987,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,222,222
,3988,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,599,1679
,3989,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1449,1910
,3990,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,104,389
,3991,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),589,589
,3992,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,1000,4358
,3993,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),4272,10332
,3994,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,102,102
,3995,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Female-only (including Supernumerary),625,625
,3996,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1143,7770
,3997,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6254,6254
,3998,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,809,2008
,3999,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),2832,3860
,4000,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,172,1520
,4001,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1907,2298
,4002,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PWD),Gender-Neutral,79,79
,4003,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,811,1750
,4004,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),790,790
,4005,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,163,635
,4006,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),482,2439
,4007,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,21,21
,4008,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,74,108
,4009,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),362,362
,4010,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,114,242
,4011,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),416,447
,4012,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,36,36
,4013,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,33,198
,4014,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),103,335
,4015,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,22,51
,4016,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),34,34
,4017,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,7865,10472
,4018,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),16906,24770
,4019,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,638,638
,4020,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,10079,17948
,4021,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),32452,32452
,4022,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3004,4014
,4023,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),6301,6874
,4024,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1420,3332
,4025,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),3043,3356
,4026,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC (PWD),Gender-Neutral,143,143
,4027,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2611,3344
,4028,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1435,1435
,4029,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,2105,4510
,4030,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),6416,7973
,4031,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,216,216
,4032,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,678,784
,4033,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1292,1292
,4034,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,932,1683
,4035,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),2966,3190
,4036,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Female-only (including Supernumerary),361,361
,4037,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,128,593
,4038,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),930,1213
,4039,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC (PWD),Gender-Neutral,8,8
,4040,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,157,402
,4041,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),246,246
,4042,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,3043,7774
,4043,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),13136,15016
,4044,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,138,138
,4045,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,6955,12701
,4046,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),11932,11932
,4047,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1523,2936
,4048,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3958,6064
,4049,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1788,2499
,4050,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1317,3940
,4051,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC (PWD),Gender-Neutral,30,30
,4052,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1622,2568
,4053,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2148,2148
,4054,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General,Gender-Neutral,991,2497
,4055,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General,Female-only (including Supernumerary),3208,5072
,4056,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,General (PWD),Gender-Neutral,83,83
,4057,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,398,437
,4058,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),802,802
,4059,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,425,892
,4060,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),1062,1813
,4061,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PWD),Gender-Neutral,77,77
,4062,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,184,456
,4063,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),813,865
,4064,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC (PWD),Gender-Neutral,20,20
,4065,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,182,239
,4066,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),194,194
,4067,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,General,Gender-Neutral,10650,17995
,4068,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,General,Female-only (including Supernumerary),26346,30213
,4069,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,General (PWD),Gender-Neutral,1940,1940
,4070,"National Institute of Technology, Tiruchirappalli",Tamil Nadu,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,15199,35039
